ticker,tipo,issuer,indexador,taxa_emissao,taxa_negocio_b3,taxa_indicativa_anbima,taxa_mercado,taxa_ativo,taxa_compra,taxa_venda,pu_emissao,pu,pu_mercado,data_ultimo_negocio,data_anbima,volume_negociado_b3,volume_emissao,volume,quantidade_emitida,quantidade,data_emissao,vencimento,emissao,serie,isin,lei,cnpj_emissor,setor,agente_fiduciario,coordenador_lider,rating,rating_original,rating_agencia,agencia,rating_data,divulgacao,securitizadora,flag_vencido,flag_resgatado,flag_b3,status_ativo,duration,ntnb_referencia,taxa_ntnb,incentivada,rating_normalizado,em_recuperacao_judicial,fonte_precificacao,spread
25F6912595,CRI,,nan,,,,,,,,,,,,,,,,,,,,275.0,3.0,,12.431,,Outros Serviços,,,,,,,,,,0,0,0,Indeterminado,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
25F6912596,CRI,,nan,,,,,,,,,,,,,,,,,,,,275.0,1.0,,12.431,,Outros Serviços,,,,,,,,,,0,0,0,Indeterminado,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
25F6912597,CRI,,nan,,,,,,,,,,,,,,,,,,,,275.0,2.0,,12.431,,Outros Serviços,,,,,,,,,,0,0,0,Indeterminado,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
25F6912598,CRI,,nan,,,,,,,,,,,,,,,,,,,,275.0,4.0,,12.431,,Outros Serviços,,,,,,,,,,0,0,0,Indeterminado,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
25F6912599,CRI,,nan,,,,,,,,,,,,,,,,,,,,275.0,5.0,,12.431,,Outros Serviços,,,,,,,,,,0,0,0,Indeterminado,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
25F6926680,CRI,CORP GNS,Não há,0.0,,,,0.0,,,1000.0,1000.0,939.47,2026-09-08,,45404583.66,305000000.0,305000000.0,305000.0,305000.0,2025-06-23,2037-06-25,289.0,1.0,BRIMWLCRINP4,12.431,,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,0,0,1,Ativo,6.97,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
25F7021405,CRI,SALTO,DI+,6.0,,,,6.0,,,1000.0,1000.0,,,,,25000000.0,25000000.0,25000.0,25000.0,2025-06-23,2027-12-20,66.0,1.0,BRTSSACRI4T3,12.431,,Outros Serviços,,,,,,,,,Travessia,0,0,0,Ativo,1.22,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
25F7028333,CRI,AIKON 12 EMPREEND,DI+,4.75,,,,4.75,,,4642857.14,4642857.14,,,,,130000000.0,130000000.0,28.0,28.0,2026-04-30,2030-07-22,136.0,6.0,BRCASCCRI5X9,12.431,,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,0,0,0,Ativo,3.78,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
25F7062967,CRI,AIKON 12 EMPREEND,DI+,5.25,,,,5.25,,,5200000.0,5200000.0,,,,,130000000.0,130000000.0,25.0,25.0,2026-04-30,2030-07-20,136.0,6.0,BRCASCCRI604,12.431,,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,0,0,0,Ativo,3.78,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
25F7064609,CRI,AIKON 12 EMPREEND,DI+,9.0,,,,9.0,,,7647058.82,7647058.82,,,,,130000000.0,130000000.0,17.0,17.0,2026-08-28,2030-07-20,136.0,6.0,BRCASCCRI612,12.431,41811375000119,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,0,0,0,Ativo,3.78,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
25F7064898,CRI,DUBLIN EMPREENDIMENTO IMOBILIÁRIO SPE S.A.,DI+,1.7,,,,1.7,,,1000.0,1000.0,1008.5923,2026-05-05,,1204259.23,68000000.0,68000000.0,60875.0,60875.0,2025-06-24,2033-06-15,465.0,1.0,BRRBRACRIWA4,12.431,,Outros Serviços,Planner Corretora de Valores S.A.,OPEA SECURITIZADORA S.A.,,,,,2026-08-30T03:26:50.032354,2026-08-30T03:26:50.032354,RB Capital,0,0,1,Ativo,6.68,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
25F7066676,CRI,AIKON 12 EMPREEND,DI+,9.0,,,,9.0,,,6500000.0,6500000.0,,,,,130000000.0,130000000.0,20.0,20.0,2026-04-30,2025-08-08,136.0,6.0,BRCASCCRI620,12.431,,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,1,1,0,Resgatado,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
25F7201183,CRI,HABITASEC 88E,IPCA,14.0,,,,14.0,,,1000.0,1000.0,,,,,63199000.0,63199000.0,63199.0,63199.0,2025-06-06,2050-04-22,88.0,1.0,BRHBSCCRICO2,12.431,09304427000158,Outros Serviços,,,,,,,,,Habitasec,0,0,0,Ativo,8.14,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
25F7201931,CRI,Hot Beach Suítes,DI+,4.0,,,,4.0,,,1000.0,1000.0,1011.8018,2026-09-22,,607081.09,20000000.0,20000000.0,20000.0,20000.0,2025-06-25,2029-06-27,467.0,1.0,BRRBRACRIWB2,12.431,,Outros Serviços,,,,,,,,,RB Capital,0,0,1,Ativo,2.73,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
25F7201934,CRI,Hot Beach Olímpia,DI+,4.0,,,,4.0,,,1000.0,1000.0,982.0437,2026-08-24,,241582.74,10000000.0,10000000.0,10000.0,10000.0,2025-06-30,2029-06-27,467.0,2.0,BRRBRACRIWC0,12.431,,Outros Serviços,,,,,,,,,RB Capital,0,0,1,Ativo,2.73,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
25F8288064,CRI,HOTEL GRAMADO LAGO NEGRO SPE LTDA,IPCA,17.01,,,,17.01,,,1000.0,1000.0,,,,,39174625.28,39174625.28,4681.0,4681.0,2025-07-04,2035-04-15,24.0,5.0,BRHBSCCRICP9,12.431,35463012000137,Outros Serviços,,,,,,,,,Habitasec,0,0,0,Ativo,5.23,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
25F8582172,CRI,PROJ 14 E 15 EMPREEN,DI+,4.0,,,,4.0,,,1625000.0,1625000.0,812.9018,2026-09-23,,48774.11,52000000.0,52000000.0,32.0,32.0,2026-08-28,2030-07-25,147.0,2.0,BRCASCCRI5V3,12.431,41811375000119,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,0,0,1,Ativo,3.79,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
25F8630698,CRI,ESTR AURA,nan,,,,,,,,,,1004.9608,2026-09-10,,10049.61,,,,,2025-06-26,,286.0,1.0,BRIMWLCRINZ3,12.431,,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,0,0,1,Indeterminado,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
25F8639014,CRI,TELLUS IV PARTICIPAÇÕES S.A,Pré,9.361,,,,9.361,,,1000.0,1000.0,1003.6831,2026-08-20,,2001344.12,150000000.0,150000000.0,119867.0,119867.0,2025-06-27,2030-06-19,459.0,1.0,BRRBRACRIW06,12.431,23160321000159,TI e Telecomunicações,,ITAÚ BBA ASSESSORIA FINANCEIRA S.A.,,,,,2026-08-30T00:32:02.598397,2026-08-30T00:32:02.598397,RB Capital,0,0,1,Ativo,3.27,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
25F8639787,CRI,PROJ 14 E 15 EMPREEN,DI+,3.9,,,,3.9,,,2600000.0,2600000.0,825.9691,2026-09-21,,9911.63,52000000.0,52000000.0,20.0,20.0,2026-04-30,2030-07-26,147.0,2.0,BRCASCCRI5W1,12.431,41811375000119,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,0,0,1,Ativo,3.8,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
25F8639834,CRI,GAFISA INVERT,nan,,,,,,,,,,,,,,1093.66,1093.66,,,2026-09-24,,4.0,511.0,BRIMWLCRINQ2,12.431,,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,0,0,0,Indeterminado,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
25F8639835,CRI,GAFISA INVERT,nan,,,,,,,,,,1061.2176,2026-07-01,,318365.29,1093.61,1093.61,,,2026-09-24,,4.0,512.0,BRIMWLCRINR0,12.431,,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,0,0,1,Indeterminado,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
25F9240253,CRI,,nan,,,,,,,,,,1010.3315,2026-09-09,,62640.56,,,,,,,286.0,2.0,BRIMWLCRIO04,12.431,,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,0,0,1,Indeterminado,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
25F9240254,CRI,,nan,,,,,,,,,,,,,,,,,,,,286.0,3.0,BRIMWLCRIO12,12.431,,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,0,0,0,Indeterminado,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
25F9240255,CRI,,nan,,,,,,,,,,,,,,,,,,,,286.0,4.0,BRIMWLCRIO20,12.431,,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,0,0,0,Indeterminado,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
25G0000001,CRI,,nan,,,,,,,,,,,,,,,,,,,,269.0,3.0,BRRBRACRIOQ7,12.431,,Outros Serviços,,,,,,,,,Opea,0,0,0,Indeterminado,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
25G0013802,CRI,,nan,,,,,,,,,,1016.5479,2026-07-22,,400519.86,,,,,,,209.0,3.0,BRIMWLCRIM48,12.431,,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,0,0,1,Indeterminado,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
25G0017404,CRI,AIKON 12 EMPREEND,DI+,3.5,,,,3.5,,,5200000.0,5200000.0,,,,,130000000.0,130000000.0,25.0,25.0,2026-04-30,2030-07-22,136.0,6.0,BRCASCCRI5Y7,12.431,,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,0,0,0,Ativo,3.78,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
25G0062107,CRI,CPSEC 17E,Pré,12.68,,,,12.68,,,4244688.89,4244688.89,,,,,382022000.0,382022000.0,90.0,90.0,2025-07-01,2030-07-23,17.0,3.0,BRASPRCRI1P2,12.431,,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,0,0,0,Ativo,3.23,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
25G0064749,CRI,Creditas,IPCA,8.1,,,,8.1,,,833.74576895,833.74576895,,,,,17762000.0,17762000.0,17762.0,17762.0,2025-07-08,2044-10-17,134.0,23.0,BRVERTCRICS4,12.431,,Outros Serviços,,,,,,,,,Virgo / Vert,0,0,0,Ativo,10.19,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
25G0124296,CRI,Creditas,IPCA,12.85,,,,12.85,,,777.26416944,777.26416944,,,,,5328000.0,5328000.0,5328.0,5328.0,2025-07-08,2046-10-15,134.0,25.0,BRVERTCRICU0,12.431,,Outros Serviços,,,,,,,,,Virgo / Vert,0,0,0,Ativo,8.15,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
25G0124332,CRI,Creditas,IPCA,9.35,,,,9.35,,,837.21656639,837.21656639,908.927,2026-05-25,,6756054.12,12433000.0,12433000.0,12433.0,12433.0,2025-07-08,2046-10-15,134.0,24.0,BRVERTCRICT2,12.431,,Outros Serviços,,,,,,,,,Virgo / Vert,0,0,1,Ativo,9.87,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
25G0658104,CRI,OPEA SEC 466E,IPCA,6.0,,,,6.0,,,2460.92,2460.92,,,,,202140000.0,202140000.0,82140.0,82140.0,2025-07-04,2040-07-16,466.0,3.0,BRRBRACRIWI7,12.431,02773542000122,Outros Serviços,,,,,,,,,RB Capital,0,0,0,Ativo,9.71,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
25G0658366,CRI,Direcional,%DI,100.0,99.5932,,99.5932,99.5932,,,,,1028.7485,2026-09-23,,1002001.06,,,219122.0,219122.0,2025-07-01,2035-07-16,470.0,1.0,BRRBRACRIW55,12.431,,Outros Serviços,,,,,,,,,RB Capital,0,0,1,Ativo,8.75,,,Sim,Sem Rating,Não,Mercado B3 (2026-09-23),-0.00406800000000004
25G0658368,CRI,Direcional,IPCA,7.649,8.7392,,8.7392,8.7392,,,0.01,0.01,999.3148,2026-09-23,,548623.85,1060.31,1060.31,138755.0,138755.0,2026-09-24,2035-07-16,470.0,2.0,BRRBRACRIW63,12.431,,Outros Serviços,,,,,,,,,RB Capital,0,0,1,Ativo,6.45,15/05/2035,7.6161,Sim,Sem Rating,Não,Mercado B3 (2026-09-23),0.01043617079600545
25G0658369,CRI,Direcional,Pré,13.791,13.8801,,13.8801,13.8801,,,,,1022.0979,2026-09-23,,160469.37,,,178199.0,178199.0,,2035-07-16,470.0,3.0,BRRBRACRIW71,12.431,,Outros Serviços,,,,,,,,,RB Capital,0,0,1,Ativo,5.56,,,Sim,Sem Rating,Não,Mercado B3 (2026-09-23),-0.0029258689167719343
25G0658978,CRI,Direcional,IPCA,7.5547,9.414,,9.414,9.414,,,0.02,0.02,922.1938,2026-09-23,,267436.2,1060.12,1060.12,63924.0,63924.0,2026-09-24,2040-07-16,470.0,4.0,BRRBRACRIWD8,12.431,,Outros Serviços,,,,,,,,,RB Capital,0,0,1,Ativo,8.21,15/08/2040,7.4048,Sim,Sem Rating,Não,Mercado B3 (2026-09-23),0.018706798951257264
25G0669788,CRI,THL,IPCA,12.68,,,,12.68,,,1000.0,1000.0,,,,,4500000.0,4500000.0,4500.0,4500.0,2025-07-01,2033-02-20,21.0,2.0,BRLSECCRI2U7,12.431,,Outros Serviços,,,,,,,,,Leverage,0,0,0,Ativo,4.79,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
25G0675225,CRI,OPEA SEC 466E,DI+,3.0,,,,3.0,,,3109.85,3109.85,1102.3909,2026-04-30,,8345099.23,202140000.0,202140000.0,65000.0,65000.0,2025-07-04,2040-07-16,466.0,3.0,BRRBRACRIWF3,12.431,02773542000122,Outros Serviços,,,,,,,,,RB Capital,0,0,1,Ativo,13.72,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
25G0681082,CRI,,nan,,,,,,,,,,,,,,,,,,,,,3.0,,12.431,,Outros Serviços,,,,,,,,,,0,0,0,Indeterminado,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
25G0681090,CRI,,nan,,,,,,,,,,,,,,,,,,,,5000.0,3.0,,12.431,,Outros Serviços,,,,,,,,,,0,0,0,Indeterminado,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
25G0686794,CRI,OPEA SEC 466E,IPCA,9.5,,,,9.5,,,3675.27,3675.27,1020.0271,2026-09-14,,32528664.19,202140000.0,202140000.0,55000.0,55000.0,2025-07-04,2040-07-16,466.0,3.0,BRRBRACRIWG1,12.431,02773542000122,Outros Serviços,,,,,,,,,RB Capital,0,0,1,Ativo,8.18,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
25G0707498,CRI,SAVOIE S.A. EMPREEND,nan,,,,,,,,,,,,,,,,,,2026-09-03,,78.0,5.0,BRCASCCRI638,12.431,,Outros Serviços,,,,,,,,,Canal Securitizadora,0,0,0,Indeterminado,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
25G0707525,CRI,SAVOIE S.A. EMPREEND,nan,,,,,,,,,,,,,,,,,,2026-09-03,,78.0,6.0,BRCASCCRI646,12.431,,Outros Serviços,,,,,,,,,Canal Securitizadora,0,0,0,Indeterminado,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
25G1027307,CRI,TRAVESSIA 67E,%DI,96.0,99.7501,,99.7501,99.7501,,,1793474.26,1793474.26,1101.3128,2026-09-23,,15418.38,1000000000.0,1000000000.0,557.577,557.577,2025-07-26,2035-07-16,67.0,3.0,BRTSSACRI4P1,12.431,26609050000164,Outros Serviços,,,,,,,,,Travessia,0,0,1,Ativo,8.75,,,Sim,Sem Rating,Não,Mercado B3 (2026-09-23),-0.002498999999999967
25G1027308,CRI,TRAVESSIA 67E,Pré,6.741,6.76,,6.76,6.76,,,6470649.14,6470649.14,1055.6226,2026-09-23,,19001.21,1000000000.0,1000000000.0,154.544,154.544,2025-07-25,2035-07-16,67.0,3.0,BRTSSACRI4Q9,12.431,26609050000164,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,0,0,1,Ativo,6.87,,,Sim,Sem Rating,Não,Mercado B3 (2026-09-23),-0.06550118897379631
25G1027309,CRI,TRAVESSIA 67E,Pré,12.5,13.71,,13.71,13.71,,,1859154.2,1859154.2,946.3198,2026-09-23,,85168.78,1000000000.0,1000000000.0,537.879,537.879,2025-07-25,2035-07-16,67.0,3.0,BRTSSACRI4R7,12.431,26609050000164,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,0,0,1,Ativo,5.59,,,Sim,Sem Rating,Não,Mercado B3 (2026-09-23),-0.004424222832325242
25G2306493,CRI,Origeo IV,DI+,1.5,,,,1.5,,,,,,,,,,,560000.0,560000.0,,2026-12-15,22.0,1.0,BRRBRACR00T9,12.431,,Outros Serviços,,,,,,,,,RB Capital,0,0,0,Ativo,0.22,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
25G2571705,CRI,PIEMONTE FUNDO DE IN,Pré,16.69,,,,16.69,,,1000.0,1000.0,,,,,48000000.0,48000000.0,48000.0,48000.0,2025-07-08,2035-07-16,460.0,1.0,BRRBRACRIWK3,12.431,,Outros Serviços,,,,,,,,,RB Capital,0,0,0,Ativo,5.17,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
25G2685674,CRI,,nan,,,,,,,,,,,,,,,,,,,,,,,12.431,,Outros Serviços,,,,,,,,,,0,0,0,Indeterminado,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
25G2885888,CRI,Tríplice Engenharia Construtora e Incorporadora Ltda,DI+,4.85,,,,4.85,,,1000.0,1000.0,,,,,17000000.0,17000000.0,14200.0,14200.0,2025-07-10,2028-07-10,91.0,2.0,BRHBSCCRICQ7,12.431,41421938000162,Outros Serviços,,,,,,,,,Habitasec,0,0,0,Ativo,1.77,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
25G2900015,CRI,Tríplice Engenharia Construtora e Incorporadora Ltda,DI+,4.86,,,,4.86,,,1000.0,1000.0,,,,,17000000.0,17000000.0,2800.0,2800.0,2025-07-11,2028-07-11,91.0,2.0,BRHBSCCRICR5,12.431,41421938000162,Outros Serviços,,,,,,,,,Habitasec,0,0,0,Ativo,1.78,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
25G2996839,CRI,Diversificado,nan,,,,,,,,,,,,,,,,,,2025-07-15,,12.0,1.0,BRREICCRI0W3,12.431,,Outros Serviços,,,,,,,,,REIT SEC,0,0,0,Indeterminado,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
25G2997612,CRI,Crizao,IPCA,11.0,,,,11.0,,,1000.0,1000.0,,,,,31200000.0,31200000.0,31200.0,31200.0,2025-07-11,2040-03-09,476.0,1.0,BRRBRACRIWS6,12.431,,Outros Serviços,,,,,,,,,RB Capital,0,0,0,Ativo,7.67,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
25G2998909,CRI,,nan,,,,,,,,,,1018.4137,2026-07-30,,3442238.27,,,,,,,12.0,2.0,BRREICCRI0X1,12.431,,Outros Serviços,,,,,,,,,,0,0,1,Indeterminado,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
25G2999360,CRI,,nan,,,,,,,,,,,,,,,,,,,,12.0,3.0,BRREICCRI0Y9,12.431,,Outros Serviços,,,,,,,,,,0,0,0,Indeterminado,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
25G3333952,CRI,HBF INVESTIMENTOS LT,IPCA,11.7,,,,11.7,,,1000000.0,1000000.0,,,,,15700000.0,15700000.0,15.7,15.7,2025-07-28,2035-07-20,110.0,1.0,BRPVSCCRI6Y5,12.431,,Outros Serviços,,,,,,,,,Província,0,0,0,Ativo,5.92,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
25G3335082,CRI,TRISUL S.A.,DI+,1.35,,,,1.35,,,1000000.0,1000000.0,1017.9213,2026-09-23,,38680.99,50000000.0,50000000.0,50.0,50.0,2025-07-21,2029-07-30,112.0,1.0,BRPVSCCRI6X7,12.431,04200649000107,Outros Serviços,,,,,,,,,Província,0,0,1,Ativo,2.82,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
25G3349043,CRI,Diálogo Corporativo,%DI,101.5,103.1,,103.1,103.1,,,,,860.2287,2026-09-04,,199573.06,,,103238.0,103238.0,2025-07-13,2030-08-22,457.0,1.0,BRRBRACRIVT6,12.431,,Outros Serviços,,,,,,,,,RB Capital,0,0,1,Ativo,3.87,,,Sim,Sem Rating,Não,Mercado B3 (2026-09-04),0.030999999999999944
25G3477922,CRI,OPEA SEC 69E,IPCA,10.51,,,,10.51,,,2189.22,2189.22,,,,,120000000.0,120000000.0,54814.0,54814.0,2025-07-17,2040-06-25,69.0,2.0,BRRBRACRIWL1,12.431,,Outros Serviços,,,,,,,,,RB Capital,0,0,0,Ativo,7.76,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
25G3489092,CRI,CPR 8 SANTA BÁRBARA D’OESTE EMPREENDIMENTO IMOBILIÁRIO SPE LTDA.,DI+,4.5,,,,4.5,,,1000.0,1000.0,881.7252,2026-07-29,,398539.78,10000000.0,10000000.0,10000.0,10000.0,2025-07-15,2029-07-25,425.0,1.0,BRRBRACRIWM9,12.431,47012909000123,Serviços Imobiliários,VÓRTX DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,OPEA SECURITIZADORA S.A.,,,,,2026-08-30T02:02:53.101375,2026-08-30T02:02:53.101375,RB Capital,0,0,1,Ativo,2.81,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
25G3629974,CRI,RIZA SEC 291E,%DI,98.0,103.2776,"103,6416",103.2776,103.2776,,"102,0","1002,82969912","1002,82969912",990.8211,2026-09-23,2026-09-23,360658.88,350000000.0,350000000.0,136.297,136.297,2025-07-15,2030-07-11,291.0,2.0,,12.431,,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,0,0,1,Ativo,3.01,,,Sim,Sem Rating,Não,Mercado B3 (2026-09-23),0.03277600000000007
25G3629974,CRI,Plano & Plano Desenvolvimento Imobiliário S.A.,%DI,0.4,103.2776,"103,6416",103.2776,103.2776,,"102,0",1000.0,1000.0,990.8211,2026-09-23,2026-09-23,360658.88,136297000.0,136297000.0,136297.0,136297.0,2025-07-15,2030-07-15,291.0,1.0,BRIMWLCRIJB2,12.431,24230275000180,Construção Civil,Oliveira Trust Distribuidora de Títulos e Valores Mobiliários S.A.,"XP Investimentos Corretora de Câmbio, Títulos e Valores Mobiliários S.A.",brAA+ (sf),brAA+ (sf),Standard & Poor’s Ratings do Brasil Ltda.,Standard & Poor’s Ratings do Brasil Ltda.,2026-09-20T01:54:53.409212,2026-09-20T01:54:53.409212,Oliveira Trust / Isec,0,0,1,Ativo,3.01,,,Sim,AA+,Não,Mercado B3 (2026-09-23),1.0327760000000001
25G3629974,CRI,Plano & Plano Desenvolvimento Imobiliário S.A.,%DI,98.0,103.2776,"103,6416",103.2776,103.2776,,"102,0",1000.0,1000.0,990.8211,2026-09-23,2026-09-23,360658.88,350000000.0,350000000.0,350000.0,350000.0,2025-07-04,2030-07-15,291.0,1.0,BRIMWLCRIO38,12.431,24230275000180,Construção Civil,Oliveira Trust Distribuidora de Títulos e Valores Mobiliários S.A.,Banco Safra S.A.,brAA+ (sf),brAA+ (sf),Standard & Poor’s Ratings do Brasil Ltda.,Standard & Poor’s Ratings do Brasil Ltda.,2026-09-13T01:02:24.305576,2026-09-13T01:02:24.305576,Oliveira Trust / Isec,0,0,1,Ativo,3.01,,,Sim,AA+,Não,Mercado B3 (2026-09-23),0.03277600000000007
25G3629975,CRI,PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.,%DI,99.0,110.5001,"104,66",110.5001,110.5001,,"102,0",1000.0,1000.0,972.232,2026-09-23,2026-09-23,24305.8,350000000.0,350000000.0,213.703,213.703,2025-07-15,2031-07-15,291.0,2.0,BRIMWLCRIO46,12.431,,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,0,0,1,Ativo,3.57,,,Sim,Sem Rating,Não,Mercado B3 (2026-09-23),0.10500100000000004
25G3749934,CRI,RKG,DI+,6.0,,,,6.0,,,1000.0,1000.0,,,,,25000000.0,25000000.0,25000.0,25000.0,2025-07-18,2026-07-30,113.0,1.0,BRPVSCCRI727,12.431,,Outros Serviços,,,,,,,,,Província,1,1,0,Resgatado,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
25G3828585,CRI,,nan,,,,,,,,,,,,,,,,,,,,425.0,3.0,BRRBRACRIWO5,12.431,,Outros Serviços,,,,,,,,,Opea,0,0,0,Indeterminado,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
25G3830569,CRI,,nan,,,,,,,,,,,,,,,,,,,,425.0,4.0,BRRBRACRIWP2,12.431,,Outros Serviços,,,,,,,,,Opea,0,0,0,Indeterminado,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
25G3833525,CRI,,nan,,,,,,,,,,,,,,,,,,,,425.0,5.0,BRRBRACRIWQ0,12.431,,Outros Serviços,,,,,,,,,Opea,0,0,0,Indeterminado,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
25G3880147,CRI,LBRAGA,nan,,,,,,,,,,1076.4404,2026-02-23,,2152880.88,1144.73,1144.73,,,2026-09-24,2027-04-20,123.0,6.0,,12.431,,Outros Serviços,,,,,,,,,Vórtx,0,0,1,Ativo,0.56,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
25G3880147,CRI,,nan,,,,,,,,,,1076.4404,2026-02-23,,2152880.88,,,,,,2027-04-20,427.0,6.0,BRRBRACRIWR8,12.431,,Outros Serviços,,,,,,,,,Opea,0,0,1,Ativo,0.56,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
25G3880147,CRI,LBraga,IPCA,12.68,,,,12.68,,,,,1076.4404,2026-02-23,,2152880.88,,,10000.0,10000.0,,2027-04-20,427.0,6.0,BRRBRACRIWY4,12.431,,Outros Serviços,,,,,,,,,RB Capital,0,0,1,Ativo,0.56,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
25G3886810,CRI,MS VIVENDAS EMPREEND,nan,,,,,,,,,,823.269,2026-08-18,,16465.38,,,,,2026-08-28,2029-12-07,155.0,1.0,BRCASCCRI653,12.431,,Outros Serviços,,,,,,,,,Canal Securitizadora,0,0,1,Ativo,2.84,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
25G4176421,CRI,CPSH,DI+,2.3,,,,2.3,,,,,,,,,,,44900.0,44900.0,,2030-08-20,405.0,2.0,BRRBRACRIWX6,12.431,,Outros Serviços,,,,,,,,,RB Capital,0,0,0,Ativo,3.87,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
25G4178865,CRI,CARATINGA EMPREENDIM,IPCA,15.0,,,,15.0,,,2000000.0,2000000.0,1055.431,2026-08-12,,18997757.84,50000000.0,50000000.0,25.0,25.0,2026-08-28,2028-01-26,158.0,2.0,BRCASCCRI6B3,12.431,41811375000119,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,0,0,1,Ativo,1.3,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
