ticker,tipo,issuer,indexador,taxa_emissao,taxa_negocio_b3,taxa_indicativa_anbima,taxa_mercado,taxa_ativo,taxa_compra,taxa_venda,pu_emissao,pu,pu_mercado,data_ultimo_negocio,data_anbima,volume_negociado_b3,volume_emissao,volume,quantidade_emitida,quantidade,data_emissao,vencimento,emissao,serie,isin,lei,cnpj_emissor,setor,agente_fiduciario,coordenador_lider,rating,rating_original,rating_agencia,agencia,rating_data,divulgacao,securitizadora,flag_vencido,flag_resgatado,flag_b3,status_ativo,duration,ntnb_referencia,taxa_ntnb,incentivada,rating_normalizado,em_recuperacao_judicial,fonte_precificacao,spread
21B0656306,CRI,BÚZIOS BEACH,IPCA,14.5,,,,14.5,,,1000.0,1000.0,,,,,6390000.0,6390000.0,6390.0,6390.0,2021-02-24,2031-09-22,1.0,504.0,BRFSECCRIDN0,12.431,,Outros Serviços,,,,,,,,,Fortesec,0,0,0,Ativo,3.94,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
21B0656307,CRI,BÚZIOS BEACH,IPCA,11.0,,,,11.0,,,1000.0,1000.0,,,,,18300000.0,18300000.0,18300.0,18300.0,2021-02-24,2031-09-22,1.0,505.0,BRFSECCRIDO8,12.431,,Outros Serviços,,,,,,,,,Fortesec,0,0,0,Ativo,4.14,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
21B0656310,CRI,BÚZIOS BEACH,IPCA,11.0,,,,11.0,,,1000.0,1000.0,,,,,5000000.0,5000000.0,5000.0,5000.0,2021-02-24,2031-09-22,1.0,506.0,BRFSECCRIDP5,12.431,,Outros Serviços,,,,,,,,,Fortesec,0,0,0,Ativo,4.14,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
21B0666971,CRI,TUCUMÃ EMPREENDIMENT,IPCA,6.25,,,,6.25,,,1000.0,1000.0,,,,,26250000.0,26250000.0,26250.0,26250.0,2021-02-22,2033-02-24,1.0,1.0,BRAPCSCRI937,12.431,,Outros Serviços,,,,,,,,,Habitasec,0,0,0,Ativo,5.49,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
21B0667100,CRI,PANORAMA,IPCA,6.25,,,,6.25,,,1000.0,1000.0,767.9127,2026-06-24,,803236.67,37500000.0,37500000.0,37500.0,37500.0,2021-02-22,2033-02-24,1.0,359.0,BRAPCSCRI945,12.431,,Outros Serviços,,,,,,,,,Habitasec,0,0,1,Ativo,5.49,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
21B0695001,CRI,I. RIEDI & CIA.,,,,,,,,,,,,,,,,,,,2021-02-23,,1.0,363.0,BRAPCSCRI952,12.431,,Outros Serviços,,,,,,,,,Opea,0,0,0,Indeterminado,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
21B0695002,CRI,I. RIEDI & CIA.,IPCA,8.5,,,,8.5,,,1000.0,1000.0,,,,,26000000.0,26000000.0,26000.0,26000.0,2021-02-23,2031-04-24,1.0,364.0,BRAPCSCRI960,12.431,,Outros Serviços,,,,,,,,,Habitasec,0,0,0,Ativo,3.88,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
21B0695075,CRI,DIVERSIFICADO,,,,,,,,,,,,,,,,,,,2021-02-22,,1.0,1.0,BRAPCSCRI911,12.431,,Outros Serviços,,,,,,,,,Opea,0,0,0,Indeterminado,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
21B0695399,CRI,BRZ,Não há,0.0,,,,0.0,,,1047.13384,1047.13384,,,,,4188535.36,4188535.36,4000.0,4000.0,2021-02-19,2030-09-19,1.0,351.0,BRAPCSCRI929,12.431,,Outros Serviços,,,,,,,,,Habitasec,0,0,0,Ativo,3.5,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
21B0716603,CRI,SHOPPING ALEGRIA,IPCA,12.6825,,,,12.6825,,,1000.0,1000.0,,,,,15000000.0,15000000.0,15000.0,15000.0,2021-02-11,2031-02-18,1.0,234.0,,12.431,,Outros Serviços,,,,,,,,,Vórtx,0,0,0,Ativo,3.64,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
21B0718274,CRI,QUATTO ATLANTIS,INCC,8.0,,,,8.0,,,1000.0,1000.0,,,,,24010000.0,24010000.0,24010.0,24010.0,2021-02-25,2031-02-20,1.0,1.0,BRFSECCRIDQ3,12.431,,Outros Serviços,,,,,,,,,Fortesec,0,0,0,Ativo,3.88,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
21B0718276,CRI,QUATTO ATLANTIS,INCC,12.0,,,,12.0,,,1000.0,1000.0,563.4398,2026-09-04,,10141916.63,10290000.0,10290000.0,10290.0,10290.0,2021-02-25,2031-02-20,1.0,508.0,BRFSECCRIDR1,12.431,,Outros Serviços,,,,,,,,,Fortesec,0,0,1,Ativo,3.68,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
21B0718277,CRI,QUATTO ATLANTIS,INCC,8.0,,,,8.0,,,1000.0,1000.0,,,,,6125000.0,6125000.0,6125.0,6125.0,2021-02-25,2034-06-20,1.0,509.0,BRFSECCRIDS9,12.431,,Outros Serviços,,,,,,,,,Fortesec,0,0,0,Ativo,6.0,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
21B0718279,CRI,QUATTO ATLANTIS,INCC,12.0,,,,12.0,,,1000.0,1000.0,,,,,2625000.0,2625000.0,2625.0,2625.0,2021-02-25,2034-06-20,1.0,510.0,BRFSECCRIDT7,12.431,,Outros Serviços,,,,,,,,,Fortesec,0,0,0,Ativo,5.38,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
21B0718280,CRI,QUATTO ATLANTIS,INCC,8.0,,,,8.0,,,1000.0,1000.0,,,,,6580000.0,6580000.0,6580.0,6580.0,2021-02-25,2034-06-20,1.0,511.0,BRFSECCRIDU5,12.431,,Outros Serviços,,,,,,,,,Fortesec,0,0,0,Ativo,6.0,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
21B0718281,CRI,QUATTO ATLANTIS,INCC,12.0,,,,12.0,,,1000.0,1000.0,,,,,2820000.0,2820000.0,2820.0,2820.0,2021-02-25,2034-06-20,1.0,512.0,BRFSECCRIDV3,12.431,,Outros Serviços,,,,,,,,,Fortesec,0,0,0,Ativo,5.38,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
21B0718282,CRI,QUATTO ATLANTIS,INCC,8.0,,,,8.0,,,1000.0,1000.0,,,,,1050000.0,1050000.0,1050.0,1050.0,2021-02-25,2034-06-20,1.0,513.0,BRFSECCRIDW1,12.431,,Outros Serviços,,,,,,,,,Fortesec,0,0,0,Ativo,6.0,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
21B0718283,CRI,QUATTO ATLANTIS,INCC,12.0,,,,12.0,,,1000.0,1000.0,,,,,450000.0,450000.0,450.0,450.0,2021-02-25,2034-06-20,1.0,514.0,BRFSECCRIDX9,12.431,,Outros Serviços,,,,,,,,,Fortesec,0,0,0,Ativo,5.38,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
21B0756405,CRI,SERPASA,IPCA,9.3,,,,9.3,,,1000.0,1000.0,,,,,60000000.0,60000000.0,60000.0,60000.0,2021-02-19,2031-02-19,1.0,48.0,BRTSSACRI141,12.431,,Outros Serviços,,,,,,,,,Travessia,0,0,0,Ativo,3.81,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
21B0760582,CRI,SPE INFINITA LIFE.CO INCORPORAÇÃO IMOBILIÁRIA LTDA,IPCA,14.0,,,,14.0,,,1000.0,1000.0,,,,,9203000.0,9203000.0,9203.0,9203.0,2021-02-22,2025-02-21,1.0,225.0,BRHBSCCRI5Z8,12.431,23399336000174,Outros Serviços,,,,,,,,,Habitasec,1,1,0,Resgatado,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
21B0760584,CRI,SPE INFINITA LIFE.CO INCORPORAÇÃO IMOBILIÁRIA LTDA,IPCA,14.0,,,,14.0,,,1000.0,1000.0,,,,,9203000.0,9203000.0,9203.0,9203.0,2021-02-22,2025-02-21,1.0,226.0,BRHBSCCRI601,12.431,23399336000174,Outros Serviços,,,,,,,,,Habitasec,1,1,0,Resgatado,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
21B0760585,CRI,SPE INFINITA LIFE.CO INCORPORAÇÃO IMOBILIÁRIA LTDA,IPCA,14.0,,,,14.0,,,1000.0,1000.0,,,,,9203000.0,9203000.0,9203.0,9203.0,2021-02-22,2025-02-21,1.0,227.0,BRHBSCCRI619,12.431,23399336000174,Outros Serviços,,,,,,,,,Habitasec,1,1,0,Resgatado,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
21B0767864,CRI,BW DIASE BUSINESS PARK FORTALEZA LTDA.,IPCA,18.0,,,,18.0,,,1000.0,1000.0,,,,,72831000.0,72831000.0,72831.0,72831.0,2022-02-21,2025-12-09,1.0,305.0,BRHBSCCRI8J6,12.431,44203221000132,Outros Serviços,,,,,,,,,Habitasec,1,1,0,Resgatado,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
21C0071934,CRI,GAFISA NORMANDIE,DI+,4.25,,,,4.25,,,1000.0,1000.0,,,,,47620000.0,47620000.0,47620.0,47620.0,2021-03-10,2025-02-28,4.0,201.0,BRIMWLCRI5H5,12.431,,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,1,1,0,Resgatado,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
21C0093883,CRI,STARTEGI FORCASA,DI+,6.0,,,,6.0,,,1000.0,1000.0,,,,,30000000.0,30000000.0,30000.0,30000.0,2021-03-10,2026-09-17,4.0,200.0,BRIMWLCRI5G7,12.431,,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,1,1,0,Resgatado,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
21C0122941,CRI,SEED,IPCA,9.0,,,,9.0,,,1000.0,1000.0,,,,,12755000.0,12755000.0,12755.0,12755.0,2021-03-12,2022-07-27,37.0,1.0,BRVERTCRI131,12.431,,Outros Serviços,,,,,,,,,Virgo / Vert,1,1,0,Resgatado,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
21C0144818,CRI,GLOBALMAX,IPCA,9.0,,,,9.0,,,1000.0,1000.0,1379.9232,2026-08-11,,2759.84,1360.8,1360.8,26000.0,26000.0,2026-09-24,2031-03-12,4.0,199.0,BRIMWLCRI5Q6,12.431,,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,0,0,1,Ativo,3.88,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
21C0164377,CRI,ESTRUTURA EMPREENDIMENTOS IMOBILIÁRIOS LTDA,DI+,9.0,,,,9.0,,,1000.0,1000.0,,,,,40000000.0,40000000.0,40000.0,40000.0,2021-03-01,2026-01-20,1.0,237.0,BRHBSCCRI5Y1,12.431,53146221000139,Outros Serviços,,,,,,,,,Habitasec,1,1,0,Resgatado,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
21C0482259,CRI,VBI TOCANTINS,IPCA,7.5,,,,7.5,,,1000.0,1000.0,283.3125,2026-01-28,,3135703.01,70000000.0,70000000.0,70000.0,70000.0,2021-03-10,2028-02-15,4.0,177.0,BRIMWLCRI5F9,12.431,,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,0,0,1,Ativo,1.37,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
21C0483517,CRI,VOTORANTIM CIMENTOS II,IPCA,4.4657,7.5882,,7.5882,7.5882,,,1000.0,1000.0,1197.5641,2026-09-24,,256278.71,400000000.0,400000000.0,400000.0,400000.0,2021-03-09,2033-02-15,1.0,325.0,BRRBRACRI7X0,12.431,,Outros Serviços,,,AAA(Bra),AAA(Bra),Fitch Ratings,Fitch Ratings,30/06/2026,30/06/2026,RB Capital,0,0,1,Ativo,5.3,15/05/2033,7.66,Sim,AAA,Não,Mercado B3 (2026-09-24),-0.0006669143600223
21C0528435,CRI,HABITAT QUARESMEIRA,IPCA,11.0,,,,11.0,,,1000.0,1000.0,,,,,6000000.0,6000000.0,6000.0,6000.0,2021-03-12,2032-01-20,4.0,1.0,BRIMWLCRI5I3,12.431,,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,0,0,0,Ativo,4.28,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
21C0528814,CRI,QUARESMEIRA,IPCA,13.9,,,,13.9,,,1000.0,1000.0,,,,,1000000.0,1000000.0,1000.0,1000.0,2021-03-03,2032-01-20,4.0,192.0,BRIMWLCRI5J1,12.431,,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,0,0,0,Ativo,4.08,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
21C0529621,CRI,FIX LAGUNA,IPCA,9.15,,,,9.15,,,1000.0,1000.0,,,,,10361000.0,10361000.0,10361.0,10361.0,2021-03-16,2031-03-20,1.0,1.0,BRFSECCRIDY7,12.431,,Outros Serviços,,,,,,,,,Fortesec,0,0,0,Ativo,3.89,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
21C0529641,CRI,FIX LAGUNA,IPCA,11.0,,,,11.0,,,1000.0,1000.0,,,,,5579000.0,5579000.0,5579.0,5579.0,2021-03-16,2031-03-20,1.0,520.0,BRFSECCRIDZ4,12.431,,Outros Serviços,,,,,,,,,Fortesec,0,0,0,Ativo,3.8,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
21C0529642,CRI,FIX LAGUNA,IPCA,9.15,,,,9.15,,,1000.0,1000.0,,,,,1014000.0,1014000.0,1014.0,1014.0,2021-03-16,2031-03-20,1.0,521.0,BRFSECCRIE06,12.431,,Outros Serviços,,,,,,,,,Fortesec,0,0,0,Ativo,3.89,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
21C0529643,CRI,FIX LAGUNA,IPCA,11.0,,,,11.0,,,1000.0,1000.0,,,,,546000.0,546000.0,546.0,546.0,2021-03-16,2031-03-20,1.0,522.0,BRFSECCRIE14,12.431,,Outros Serviços,,,,,,,,,Fortesec,0,0,0,Ativo,3.8,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
21C0549648,CRI,CAPTÂNIA TELLUS,IPCA,5.75,,,,5.75,,,1000.00896,1000.00896,,,,,18594166.6,18594166.6,18594.0,18594.0,2021-03-12,2033-03-09,4.0,226.0,BRIMWLCRI5R4,12.431,,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,0,0,0,Ativo,5.58,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
21C0551847,CRI,CRI CIPASA 1,IPCA,9.0,,,,9.0,,,1000.0,1000.0,,,,,1054.3,1054.3,100000.0,100000.0,2026-09-24,2033-04-20,4.0,176.0,BRIMWLCRI5S2,12.431,,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,0,0,0,Ativo,5.11,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
21C0572241,CRI,ZAVIT ESATAS,IGP-M,8.0,,,,8.0,,,1000.0,1000.0,922.5895,2026-01-29,,15647118.34,12320000.0,12320000.0,12320.0,12320.0,2021-03-16,2036-04-10,4.0,1.0,BRIMWLCRI5T0,12.431,,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,0,0,1,Ativo,7.1,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
21C0572272,CRI,ESATAS,Não há,0.0,,,,0.0,,,1000.0,1000.0,,,,,3080000.0,3080000.0,3080.0,3080.0,2021-03-16,2036-04-10,4.0,180.0,BRIMWLCRI5U8,12.431,,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,0,0,0,Ativo,6.66,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
21C0574028,CRI,AKITA FUNDO DE INVES,,,,,,,,,,,,,,,,,,,2021-03-16,,1.0,365.0,BRAPCSCRI9A4,12.431,,Outros Serviços,,,,,,,,,Opea,0,0,0,Indeterminado,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
21C0599740,CRI,PERINI,IPCA,5.5,,,,5.5,,,1000.0,1000.0,,,,,25463000.0,25463000.0,25463.0,25463.0,2021-03-15,2023-10-02,1.0,298.0,BRRBRACRI7Y8,12.431,,Outros Serviços,,,,,,,,,RB Capital,1,1,0,Resgatado,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
21C0599747,CRI,PERINI,IPCA,7.0,,,,7.0,,,1000.0,1000.0,,,,,1033000.0,1033000.0,1033.0,1033.0,2021-03-25,2023-10-02,1.0,320.0,BRRBRACRI7Z5,12.431,,Outros Serviços,,,,,,,,,RB Capital,1,1,0,Resgatado,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
21C0601989,CRI,PATRIMAR ENGENHARIA S.A.,DI+,2.99,,,,2.99,,,1000.0,1000.0,,,,,100000000.0,100000000.0,100000.0,100000.0,2021-05-17,2025-03-26,34.0,239.0,BRIMWLCRI5X2,12.431,23236821000127,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,1,1,0,Resgatado,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
21C0619335,CRI,JHSF REAL PARQUE,,,,,,,,,,,,,,,,,,,2021-03-19,,1.0,1.0,BRAPCSCRI986,12.431,,Outros Serviços,,,,,,,,,Opea,0,0,0,Indeterminado,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
21C0619340,CRI,CYCLONE,Não há,0.0,,,,0.0,,,1000.0,1000.0,,,,,100000000.0,100000000.0,100000.0,100000.0,2021-03-16,2026-03-11,1.0,361.0,BRAPCSCRI994,12.431,,Outros Serviços,,,,,,,,,Habitasec,1,1,0,Resgatado,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
21C0640785,CRI,SPE VOE XAP S/A,,,,,,,,,,,,,,,,,,,2021-03-29,,2.0,20.0,BRREICCRI0C5,12.431,,Outros Serviços,,,,,,,,,REIT SEC,0,0,0,Indeterminado,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
21C0641790,CRI,BARI,IPCA,5.8139,,,,5.8139,,,1000.0,1000.0,,,,,138061519.17,138061519.17,83747.0,83747.0,2021-03-31,2029-02-26,1.0,88.0,BRASTECRI0O8,12.431,,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,0,0,0,Ativo,2.31,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
21C0662763,CRI,CRI BRAP SAO BENEDIT,IPCA,6.0,,,,6.0,,,1000.0,1000.0,882.5016,2026-09-04,,2961675.42,63750000.0,63750000.0,63750.0,63750.0,2021-03-12,2036-03-06,4.0,1.0,BRIMWLCRI5V6,12.431,,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,0,0,1,Ativo,7.48,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
21C0663319,CRI,SÃO BENEDITO,DI+,4.0,,,,4.0,,,1000.0,1000.0,765.799,2026-09-15,,949590.7,63490000.0,63490000.0,63490.0,63490.0,2021-03-12,2036-03-06,4.0,225.0,BRIMWLCRI5W4,12.431,,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,0,0,1,Ativo,9.38,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
21C0678164,CRI,ELDORADO MINAS,IPCA,9.0,,,,9.0,,,1000.0,1000.0,577.905,2026-04-15,,496998.33,7280000.0,7280000.0,7280.0,7280.0,2021-03-23,2031-04-20,1.0,1.0,BRFSECCRIE22,12.431,,Outros Serviços,,,,,,,,,Fortesec,0,0,1,Ativo,3.84,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
21C0678189,CRI,ELDORADO MINAS,IPCA,15.67,,,,15.67,,,1000.0,1000.0,,,,,3120000.0,3120000.0,3120.0,3120.0,2021-03-23,2031-04-20,1.0,516.0,BRFSECCRIE30,12.431,,Outros Serviços,,,,,,,,,Fortesec,0,0,0,Ativo,3.45,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
21C0678190,CRI,ELDORADO MINAS,IPCA,9.0,,,,9.0,,,1000.0,1000.0,,,,,910000.0,910000.0,910.0,910.0,2021-03-23,2031-04-20,1.0,517.0,BRFSECCRIE48,12.431,,Outros Serviços,,,,,,,,,Fortesec,0,0,0,Ativo,3.84,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
21C0678191,CRI,ELDORADO MINAS,IPCA,15.67,,,,15.67,,,1000.0,1000.0,,,,,390000.0,390000.0,390.0,390.0,2021-03-23,2031-04-20,1.0,518.0,BRFSECCRIE55,12.431,,Outros Serviços,,,,,,,,,Fortesec,0,0,0,Ativo,3.45,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
21C0708963,CRI,BTG NAÇÃO,Não há,0.0,,,,0.0,,,1000.03394,1000.03394,,,,,16792569.92,16792569.92,16792.0,16792.0,2021-03-24,2031-03-22,4.0,219.0,BRIMWLCRI625,12.431,,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,0,0,0,Ativo,3.86,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
21C0710497,CRI,MIXER ARUJÁ EMPREEND,IPCA,10.5,,,,10.5,,,,,,,,,,,1935.0,1935.0,2021-03-09,2025-05-22,1.0,310.0,BRRBRACRI804,12.431,,Outros Serviços,,,,,,,,,RB Capital,1,1,1,Resgatado,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
21C0710682,CRI,NAN,,,,,,,,,,,1310.0369,2026-08-10,,47161.32,,,,,,,4.0,222.0,BRIMWLCRI5Z7,12.431,,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,0,0,1,Indeterminado,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
21C0710683,CRI,ALLURE,IPCA,16.0,,,,16.0,,,1000.0,1000.0,,,,,753000.0,753000.0,753.0,753.0,2021-03-09,2025-05-22,1.0,326.0,BRRBRACRI812,12.431,,Outros Serviços,,,,,,,,,RB Capital,1,1,1,Resgatado,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
21C0710782,CRI,PROJETO FLORIDA,IPCA,11.0,,,,11.0,,,1000.0,1000.0,,,,,1288.89,1288.89,3000.0,3000.0,2026-09-24,2039-01-28,4.0,212.0,BRIMWLCRI5Y0,12.431,,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,0,0,0,Ativo,7.29,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
21C0710827,CRI,MIXER ARUJÁ EMPREEND,IPCA,10.5,,,,10.5,,,1000.0,1000.0,,,,,1935000.0,1935000.0,1935.0,1935.0,2021-03-09,2025-05-22,1.0,327.0,BRRBRACRI820,12.431,,Outros Serviços,,,,,,,,,RB Capital,1,1,1,Resgatado,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
21C0710881,CRI,ALLURE,IPCA,16.0,,,,16.0,,,1000.0,1000.0,,,,,752000.0,752000.0,752.0,752.0,2021-03-09,2025-05-22,1.0,328.0,BRRBRACRI838,12.431,,Outros Serviços,,,,,,,,,RB Capital,1,1,0,Resgatado,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
21C0711012,CRI,QUASAR COPAGRILL,IPCA,7.8,,,,7.8,,,1000.0,1000.0,549.72,2026-08-10,,16475108.38,15000000.0,15000000.0,15000.0,15000.0,2021-03-17,2031-03-25,4.0,1.0,BRIMWLCRI6B6,12.431,,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,0,0,1,Ativo,3.98,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
21C0730879,CRI,ANDALI S.A,,,,,,,,,,,,,,,,,,,,,1.0,233.0,BRHBSCCRI650,12.431,02227264000108,Outros Serviços,,,,,,,,,Habitasec,0,0,0,Indeterminado,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
21C0731381,CRI,COLMEIA FELICITÁ EMPREENDIMENTOS IMOBILIÁRIOS LTDA,IPCA,11.52,,,,11.52,,,1000.0,1000.0,,,,,29411000.0,29411000.0,29411.0,29411.0,2021-03-12,2026-02-25,1.0,240.0,BRHBSCCRI635,12.431,14048322000115,Outros Serviços,,,,,,,,,Habitasec,1,1,0,Resgatado,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
21C0731423,CRI,COLMEIA FELICITÁ EMPREENDIMENTOS IMOBILIÁRIOS LTDA,IPCA,15.0,,,,15.0,,,1000.0,1000.0,,,,,14861000.0,14861000.0,14860.99999960204,14860.99999960204,2021-03-12,2099-02-25,1.0,239.0,BRHBSCCRI627,12.431,14048322000115,Outros Serviços,,,,,,,,,Habitasec,0,0,0,Ativo,7.67,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
21C0731446,CRI,VECTIS GAFISA,IPCA,6.25,,,,6.25,,,1000.0,1000.0,,,,,82500000.0,82500000.0,82500.0,82500.0,2021-03-22,2028-03-20,4.0,1.0,BRIMWLCRI609,12.431,,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,0,0,0,Ativo,1.46,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
21C0731447,CRI,COLMEIA FELICITÁ EMPREENDIMENTOS IMOBILIÁRIOS LTDA,IPCA,11.52,,,,11.52,,,1000.0,1000.0,,,,,34380000.0,34380000.0,34380.0,34380.0,2021-03-12,2026-12-25,1.0,241.0,BRHBSCCRI643,12.431,14048322000115,Outros Serviços,,,,,,,,,Habitasec,0,0,0,Ativo,0.25,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
21C0731719,CRI,FAM PARTICIPAÇÕES E EMPREENDIMENTOS IMOBILIÁRIOS LTDA,IPCA,8.5,,,,8.5,,,1000.0,1000.0,,,,,20000000.0,20000000.0,20000.0,20000.0,2026-09-24,2031-03-15,1.0,238.0,BRHBSCCRI668,12.431,18282093000150,Outros Serviços,,,,,,,,,Habitasec,0,0,0,Ativo,3.92,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
21C0732722,CRI,ISEC - GAFISA VECTIS - CRI,Não há,0.0,,,,0.0,,,1000.0,1000.0,,,,,82500000.0,82500000.0,82500.0,82500.0,2021-03-22,2028-03-20,4.0,230.0,BRIMWLCRI617,12.431,,Outros Serviços,,,,,,,,,Oliveira Trust / Isec,0,0,0,Ativo,1.45,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
21C0749579,CRI,CORE METROPOLIS FII,DI+,2.75,,,,2.75,,,,,,,,,,,11500.0,11500.0,2021-03-25,2031-03-17,1.0,330.0,BRRBRACRI853,12.431,,Outros Serviços,,,,,,,,,RB Capital,0,0,0,Ativo,4.43,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
21C0749580,CRI,CORE METROPOLIS FII,IPCA,6.2,,,,6.2,,,1000.0,1000.0,,,,,41500000.0,41500000.0,41500.0,41500.0,2021-03-30,2031-03-17,1.0,331.0,BRRBRACRI861,12.431,,Outros Serviços,,,,,,,,,RB Capital,0,0,0,Ativo,4.04,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
21C0749722,CRI,ALMIRANTE,,,,,,,,,,,,,,,,,,,2024-12-02,,5.0,1.0,BRRCKSCRI064,12.431,,Outros Serviços,,,,,,,,,Rock,0,0,0,Indeterminado,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
21C0749944,CRI,TOM,IPCA,13.0,,,,13.0,,,196.80507,196.80507,,,,,1482729.4,1482729.4,7534.0,7534.0,2021-03-25,2029-11-22,5.0,2.0,BRASPRCRI0D0,12.431,,Outros Serviços,,,,,,,,,Vórtx,0,0,0,Ativo,2.72,,,Sim,Sem Rating,Não,Duration Calculada (DU/252),
21C0749944,CRI,NAN,,,,,,,,,,,,,,,,,,,,,5.0,2.0,BRRCKSCRI072,12.431,,Outros Serviços,,,,,,,,,,0,0,0,Indeterminado,,,,Sim,Sem Rating,Não,Vencido / Sem Precificação,
